FirstName,LastName,ManagedCarePlan,SubNetwork,NPI,Taxonomy,MCNAProviderGroup,MCNAProviderType,LicensureType,PrimaryCare,Specialist,SeesChildren,Telehealth,BHIndicator,OSHPD_ID
YANA,GEPSHTEIN,Blue Shield of California Promise,Blue Shield of California Promise,1396956512,367A00000X,Mandatory Provider Type,Certified Nurse Midwife,NRS,Y,N,Both,No,,306370813
CAMILLE,ORTANEZ,Blue Shield of California Promise,Blue Shield of California Promise,1407083678,1041C0700X,Mental Health Outpatient Services,Mental Health Outpatient Services,CSW,N,Y,Both,No,,106190782
JENNIFER CHILYN,KAUFMAN,Blue Shield of California Promise,Blue Shield of California Promise,1407818768,207Q00000X,Adult Primary Care,Adult Primary Care,MD,Y,N,Both,No,,306370024
DONYA,BINETTE,Blue Shield of California Promise,Blue Shield of California Promise,1427325166,363L00000X,Non-Physician Medical Practitioner,Nurse Practitioner,NPA,Y,N,Both,No,,306334730
SHANNA,BHAGAN,Blue Shield of California Promise,Blue Shield of California Promise,1437635943,363A00000X,Non-Physician Medical Practitioner,Physician Assistant,NPA,Y,N,Both,No,,306374160
LAURA,COULSON,Blue Shield of California Promise,Blue Shield of California Promise,1447308424,207Q00000X,Adult Primary Care,Adult Primary Care,MD,Y,N,Both,No,,306370024
DEANA,GARCIA,Blue Shield of California Promise,Blue Shield of California Promise,1447567995,363A00000X,Non-Physician Medical Practitioner,Physician Assistant,NPA,Y,N,Both,No,,306374160
JOHN,SWARTZ,Blue Shield of California Promise,Blue Shield of California Promise,1396754131,207Q00000X,Adult Primary Care,Adult Primary Care,MD,Y,N,Both,No,,306374018
NANCY,SABIN,Blue Shield of California Promise,Blue Shield of California Promise,1285732586,363L00000X,Non-Physician Medical Practitioner,Nurse Practitioner,NPA,Y,N,Both,No,,306370738
SHANA,FORSMAN,Blue Shield of California Promise,Blue Shield of California Promise,1306026737,363A00000X,Non-Physician Medical Practitioner,Physician Assistant,NPA,Y,N,Both,No,,306334730
TRISH,KI,Blue Shield of California Promise,Blue Shield of California Promise,1376840199,363L00000X,Non-Physician Medical Practitioner,Nurse Practitioner,NPA,Y,N,Both,No,,306370738
Kara,Velez,Blue Shield of California Promise,ASH - CA - SD MEDI-CAL,1356834709,171100000X,Non-ANC Provider Type,Other,OTH,N,Y,Both,No,,306197886
SRETENKA,DOKICH,Blue Shield of California Promise,Blue Shield of California Promise,1154409035,208000000X,Pediatric Primary Care,Pediatric Primary Care,MD,Y,N,Only,No,,306370876
MARY,THICKSTUN,Blue Shield of California Promise,Blue Shield of California Promise,1437354875,1041C0700X,Mental Health Outpatient Services,Mental Health Outpatient Services,CSW,N,Y,Both,No,,306374438
DEANA,GARCIA,Blue Shield of California Promise,Blue Shield of California Promise,1447567995,363A00000X,Non-Physician Medical Practitioner,Physician Assistant,NPA,Y,N,Only,No,,306374160
THU,HA,Blue Shield of California Promise,Blue Shield of California Promise,1346443983,363L00000X,Non-Physician Medical Practitioner,Nurse Practitioner,NPA,Y,N,Both,No,,306374553
RACHEL,DENBOW,Blue Shield of California Promise,Blue Shield of California Promise,1417333006,363A00000X,Non-Physician Medical Practitioner,Physician Assistant,NPA,Y,N,Both,No,,306370024
Jackie,Do,Blue Shield of California Promise,Blue Shield of California Promise,1356925283,363L00000X,Non-Physician Medical Practitioner,Nurse Practitioner,NPA,Y,N,Both,No,,306370856
JODY,REIFENBERGER,Blue Shield of California Promise,Blue Shield of California Promise,1386741072,363A00000X,Non-Physician Medical Practitioner,Physician Assistant,NPA,Y,N,Both,No,,306334730
Brigitte,Sacco,Blue Shield of California Promise,ASH - CA - SD MEDI-CAL,1366025009,171100000X,Non-ANC Provider Type,Other,OTH,N,Y,Both,No,,306130785
Rebecca,Bacharach,Blue Shield of California Promise,Blue Shield of California Promise,1225442643,207Q00000X,Adult Primary Care,Adult Primary Care,MD,Y,N,Both,No,,306374260
LUIS,CLEMENT,Blue Shield of California Promise,Blue Shield of California Promise,1235364712,103T00000X,Mental Health Outpatient Services,Mental Health Outpatient Services,PSY,N,Y,Both,No,,306371581
LORI,LAPINA,Blue Shield of California Promise,Blue Shield of California Promise,1245670413,363A00000X,Non-Physician Medical Practitioner,Physician Assistant,NPA,Y,N,Both,No,,306374160
NANCY,SABIN,Blue Shield of California Promise,Blue Shield of California Promise,1285732586,363L00000X,Non-Physician Medical Practitioner,Nurse Practitioner,NPA,Y,N,Both,No,,306374553
JENNIFER,ASUNCION,Blue Shield of California Promise,Blue Shield of California Promise,1083056279,1041C0700X,Mental Health Outpatient Services,Mental Health Outpatient Services,CSW,N,Y,Both,No,,306370410
SANDRA,LIM,Blue Shield of California Promise,Blue Shield of California Promise,1083963094,2084P0800X,Adult Core Specialist,Psychiatry,MD,N,Y,Both,No,,306374438
JOSEPH,SLEIMAN,Blue Shield of California Promise,Blue Shield of California Promise,1093976748,208000000X,Pediatric Primary Care,Pediatric Primary Care,MD,Y,N,Only,No,,306374436
YO,ISHIDA,Blue Shield of California Promise,Blue Shield of California Promise,1225154081,1041C0700X,Mental Health Outpatient Services,Mental Health Outpatient Services,CSW,N,Y,Both,No,,306374260
Ariel,Shuckett,Blue Shield of California Promise,Blue Shield of California Promise,1245590124,207V00000X,OB/GYN Primary and Specialty Care,Obstetrics & Gynecology,MD,N,Y,Both,No,,306370738
DANIELA,GOMEZ,Blue Shield of California Promise,Blue Shield of California Promise,1255878997,207V00000X,OB/GYN Primary and Specialty Care,Obstetrics & Gynecology,MD,N,Y,Both,No,,306370507
Thinh,Truong,Blue Shield of California Promise,Blue Shield of California Promise,1265955025,225100000X,Ancillary Provider,Physical Therapist,OTH,N,Y,Both,No,,306370024
Maribel,Flores,Blue Shield of California Promise,Blue Shield of California Promise,1124104815,207Q00000X,Adult Primary Care,Adult Primary Care,MD,Y,N,Both,No,,306371226
SAMANTHA,BODIFORD,Blue Shield of California Promise,Blue Shield of California Promise,1730684200,207Q00000X,Adult Primary Care,Adult Primary Care,MD,Y,N,Both,No,,306374450
IARA DEL,MELENDEZ BERRIOS,Blue Shield of California Promise,Blue Shield of California Promise,1740514249,207V00000X,OB/GYN Primary and Specialty Care,Obstetrics & Gynecology,MD,N,Y,Both,No,,306374436
Alison,Lewis,Blue Shield of California Promise,Blue Shield of California Promise,1770674202,207R00000X,Non-ANC Provider Type,Other,MD,N,Y,Both,No,,306370412
Maged,Ibrahim,Blue Shield of California Promise,Blue Shield of California Promise,1306852934,208000000X,Pediatric Primary Care,Pediatric Primary Care,MD,Y,N,Only,No,,306374448
Mikayla,Todd,Blue Shield of California Promise,Blue Shield of California Promise,1316478092,363L00000X,Non-Physician Medical Practitioner,Nurse Practitioner,NPA,Y,N,Both,No,,306370020
ZACHARY,THOMAS,Blue Shield of California Promise,Blue Shield of California Promise,1326453119,207Q00000X,Adult Primary Care,Adult Primary Care,MD,Y,N,Both,No,,306370024
Priya,Chakrabarti,Blue Shield of California Promise,Blue Shield of California Promise,1326531401,207V00000X,OB/GYN Primary and Specialty Care,Obstetrics & Gynecology,MD,N,Y,Both,No,,306370024
LIEN,KHUAT,Blue Shield of California Promise,Blue Shield of California Promise,1366558678,363L00000X,Non-Physician Medical Practitioner,Nurse Practitioner,NPA,Y,N,No,No,,306370856
ELAINE,DO,Blue Shield of California Promise,Blue Shield of California Promise,1215696307,363L00000X,Non-Physician Medical Practitioner,Nurse Practitioner,NPA,Y,N,Both,No,,306370936
Erica,Berggren,Blue Shield of California Promise,Blue Shield of California Promise,1912159674,207V00000X,OB/GYN Primary and Specialty Care,Obstetrics & Gynecology,MD,N,Y,Both,No,,306370507
KRISTA,RUSSO,Blue Shield of California Promise,Blue Shield of California Promise,1922471192,363A00000X,Non-Physician Medical Practitioner,Physician Assistant,NPA,Y,N,Both,No,,306334730
TONI,YOUNG-PEN,Blue Shield of California Promise,Blue Shield of California Promise,1932297595,363A00000X,Non-Physician Medical Practitioner,Physician Assistant,NPA,Y,N,Both,No,,306370936
GRISELDA,HIGUERA,Blue Shield of California Promise,Blue Shield of California Promise,1447589809,208000000X,Pediatric Primary Care,Pediatric Primary Care,MD,Y,N,Only,No,,306370024
Roman,Starikov,Blue Shield of California Promise,Blue Shield of California Promise,1396966537,207V00000X,OB/GYN Primary and Specialty Care,Obstetrics & Gynecology,MD,N,Y,Both,No,,306370507
TANYA,BELANGER,Blue Shield of California Promise,Blue Shield of California Promise,1407287469,367A00000X,Mandatory Provider Type,Certified Nurse Midwife,NRS,Y,N,Both,No,,306334730
Jacqueline,Marston,Blue Shield of California Promise,Blue Shield of California Promise,1417205055,207Q00000X,Adult Primary Care,Adult Primary Care,MD,Y,N,Both,No,,306374553
CHANELLE,CALHOUN,Blue Shield of California Promise,Blue Shield of California Promise,1437166709,208000000X,Pediatric Primary Care,Pediatric Primary Care,MD,Y,N,Only,No,,306334730
SARAH,DIXON,Blue Shield of California Promise,Blue Shield of California Promise,1467751131,208000000X,Pediatric Primary Care,Pediatric Primary Care,MD,Y,N,Only,No,,306374553
IVONNE,MARTINEZ,Blue Shield of California Promise,Blue Shield of California Promise,1225355498,1041C0700X,Mental Health Outpatient Services,Mental Health Outpatient Services,CSW,N,Y,Both,No,,306374260
TIA,DORN,Blue Shield of California Promise,Blue Shield of California Promise,1285074740,207Q00000X,Adult Primary Care,Adult Primary Care,MD,Y,N,Both,No,,306374436
MIKE,TAMASSIAN,Blue Shield of California Promise,Blue Shield of California Promise,1295805133,103T00000X,Mental Health Outpatient Services,Mental Health Outpatient Services,PSY,N,Y,Both,No,,106190782
SURITI,KUNDU,Blue Shield of California Promise,Blue Shield of California Promise,1326132754,207Q00000X,Adult Primary Care,Adult Primary Care,MD,Y,N,Both,No,,306370024
Priya,Chakrabarti,Blue Shield of California Promise,Blue Shield of California Promise,1326531401,207V00000X,OB/GYN Primary and Specialty Care,Obstetrics & Gynecology,MD,N,Y,Both,No,,306374160
Alissa,Macias,Blue Shield of California Promise,Blue Shield of California Promise,1952658445,363L00000X,Non-Physician Medical Practitioner,Nurse Practitioner,NPA,Y,N,Both,No,,306334730
Yulia,Proosaselts,Blue Shield of California Promise,Blue Shield of California Promise,1952747875,2084P0800X,Adult Core Specialist,Psychiatry,MD,N,Y,Both,No,,306374160
TRISH,KI,Blue Shield of California Promise,Blue Shield of California Promise,1376840199,363L00000X,Non-Physician Medical Practitioner,Nurse Practitioner,NPA,Y,N,Both,No,,306374553
SHAWN,BAISLEY,Blue Shield of California Promise,Blue Shield of California Promise,1376936120,363A00000X,Non-Physician Medical Practitioner,Physician Assistant,NPA,Y,N,Both,No,,306370020
SHEILA,GLEASON,Blue Shield of California Promise,Blue Shield of California Promise,1366641813,103T00000X,Mental Health Outpatient Services,Mental Health Outpatient Services,PSY,N,Y,Both,No,,306374534
Stephanie,Constantino,Blue Shield of California Promise,Blue Shield of California Promise,1366824971,207Q00000X,Adult Primary Care,Adult Primary Care,MD,Y,N,Both,No,,306374260
Cibu,Panicker,Blue Shield of California Promise,Blue Shield of California Promise,1235492760,207Q00000X,Adult Primary Care,Adult Primary Care,MD,Y,N,Both,No,,306370856
Alexiss,Larowe,Blue Shield of California Promise,Blue Shield of California Promise,1255991683,171100000X,Non-ANC Provider Type,Other,OTH,N,Y,Both,No,,306371511
Ian,Leavitt,Blue Shield of California Promise,Blue Shield of California Promise,1275993560,225100000X,Ancillary Provider,Physical Therapist,OTH,N,Y,Both,No,,306370024
Enchanta,Jenkins,Blue Shield of California Promise,Blue Shield of California Promise,1285604702,207V00000X,OB/GYN Primary and Specialty Care,Obstetrics & Gynecology,MD,N,Y,Both,No,,306370507
MATTHEW,KOSEL,Blue Shield of California Promise,Blue Shield of California Promise,1316947302,363A00000X,Non-Physician Medical Practitioner,Physician Assistant,NPA,Y,N,Both,No,,306334730
Priya,Chakrabarti,Blue Shield of California Promise,Blue Shield of California Promise,1326531401,207V00000X,OB/GYN Primary and Specialty Care,Obstetrics & Gynecology,MD,N,Y,Both,No,,306374436
Mary,Rufino,Blue Shield of California Promise,Blue Shield of California Promise,1164983540,103K00000X,Non-ANC Provider Type,Other,OTH,N,Y,Both,No,,106434032
BEVERLY,LEONARD,Blue Shield of California Promise,Blue Shield of California Promise,1285772392,363L00000X,Non-Physician Medical Practitioner,Nurse Practitioner,NPA,Y,N,Both,No,,306374260
CHRISTOPHER,DAY,Blue Shield of California Promise,Blue Shield of California Promise,1184121253,208000000X,Pediatric Primary Care,Pediatric Primary Care,MD,Y,N,Only,No,,306370410
BAHAREH,TAHRIRI,Blue Shield of California Promise,Blue Shield of California Promise,1295147387,363A00000X,Non-Physician Medical Practitioner,Physician Assistant,NPA,Y,N,Both,No,,306334730
SRIVIDYA,SAMPATH,Blue Shield of California Promise,Blue Shield of California Promise,1275892754,208000000X,Pediatric Primary Care,Pediatric Primary Care,MD,Y,N,Only,No,,306374160
ANA,ORTIZ ILIZALITURRI,Blue Shield of California Promise,Blue Shield of California Promise,1316407026,207Q00000X,Adult Primary Care,Adult Primary Care,MD,Y,N,Both,No,,306370507
Priya,Chakrabarti,Blue Shield of California Promise,Blue Shield of California Promise,1326531401,207V00000X,OB/GYN Primary and Specialty Care,Obstetrics & Gynecology,MD,N,Y,Both,No,,306374260
Alissa,Macias,Blue Shield of California Promise,Blue Shield of California Promise,1952658445,363L00000X,Non-Physician Medical Practitioner,Nurse Practitioner,NPA,Y,N,Both,No,,306334730
MAURINE,SATTERWHITE,Blue Shield of California Promise,Blue Shield of California Promise,1225012842,363L00000X,Non-Physician Medical Practitioner,Nurse Practitioner,NPA,Y,N,Both,No,,306374553
Arya,Lalithakumari,Blue Shield of California Promise,Blue Shield of California Promise,1265874010,207R00000X,Non-ANC Provider Type,Other,MD,Y,N,Both,No,,306374160
LYDIA,BESTERFELDT,Blue Shield of California Promise,Blue Shield of California Promise,1265929442,363L00000X,Non-Physician Medical Practitioner,Nurse Practitioner,NPA,Y,N,Both,No,,306374553
DEVARSHI,NATH,Blue Shield of California Promise,Blue Shield of California Promise,1275630618,207Q00000X,Adult Primary Care,Adult Primary Care,MD,Y,N,Both,No,,306334730
DEVARSHI,NATH,Blue Shield of California Promise,Blue Shield of California Promise,1275630618,207Q00000X,Adult Primary Care,Adult Primary Care,MD,Y,N,Both,No,,306334730
CHINH,DOAN,Blue Shield of California Promise,Blue Shield of California Promise,1083845069,363L00000X,Non-Physician Medical Practitioner,Nurse Practitioner,NPA,Y,N,Both,No,,306334730
COURTNEY,SUMMERS-DAY,Blue Shield of California Promise,Blue Shield of California Promise,1124288873,207Q00000X,Adult Primary Care,Adult Primary Care,MD,Y,N,Both,Both,,306374450
NORMA,SHARPE,Blue Shield of California Promise,Blue Shield of California Promise,1619100237,363A00000X,Non-Physician Medical Practitioner,Physician Assistant,NPA,Y,N,Both,No,,306370020
Yuhee,Kim,Blue Shield of California Promise,Blue Shield of California Promise,1629289400,207Q00000X,Adult Primary Care,Adult Primary Care,MD,Y,N,Both,No,,306374436
DEBORAH,LITBERG,Blue Shield of California Promise,Blue Shield of California Promise,1639294663,1041C0700X,Mental Health Outpatient Services,Mental Health Outpatient Services,CSW,N,Y,Both,No,,106190782
ROOZCHEHR,SAFI,Blue Shield of California Promise,Blue Shield of California Promise,1659563641,207Q00000X,Adult Primary Care,Adult Primary Care,MD,Y,N,Both,No,,306334730
ASHKAN,VAFADARAN,Blue Shield of California Promise,Blue Shield of California Promise,1659634517,207R00000X,Non-ANC Provider Type,Other,MD,Y,N,Both,No,,306374494
RACHELLE,BERNARDO,Blue Shield of California Promise,Blue Shield of California Promise,1821237678,363A00000X,Non-Physician Medical Practitioner,Physician Assistant,NPA,Y,N,Both,No,,306334730
JOANNE,SANTANGELO,Blue Shield of California Promise,Blue Shield of California Promise,1619370475,363L00000X,Non-Physician Medical Practitioner,Nurse Practitioner,NPA,Y,N,Both,No,,306370738
JESSICA,REEG,Blue Shield of California Promise,Blue Shield of California Promise,1144382987,106H00000X,Mental Health Outpatient Services,Mental Health Outpatient Services,MFT,N,Y,Both,No,,306334730
KRISTA,RUSSO,Blue Shield of California Promise,Blue Shield of California Promise,1922471192,363A00000X,Non-Physician Medical Practitioner,Physician Assistant,NPA,Y,N,Both,No,,306334730
AMBER,FOSS,Blue Shield of California Promise,Blue Shield of California Promise,1922542992,103K00000X,Non-ANC Provider Type,Other,OTH,N,Y,Both,No,,106434032
TONI,YOUNG-PEN,Blue Shield of California Promise,Blue Shield of California Promise,1932297595,363A00000X,Non-Physician Medical Practitioner,Physician Assistant,NPA,Y,N,Both,No,,306374160
