,OSHPD_ID,Performance Measure,# of Adverse Events,# of Cases,Risk-adjusted Rate,Hospital Ratings
475,106190673,Acute Stroke Ischemic,0.0,32.0,0.0,As Expected
476,106190673,Acute Stroke Subarachnoid,,,,
477,106190673,Carotid Endarterectomy,,,,
478,106190673,GI Hemorrhage,0.0,63.0,0.0,As Expected
479,106190673,Heart Failure,2.0,59.0,2.9,As Expected
480,106190673,Hip Fracture,0.0,45.0,0.0,As Expected
481,106190673,PCI,,,,
482,106190673,Pancreatic Resection,,,,
483,106190673,Pneumonia,1.0,66.0,1.4,As Expected
484,106190680,Pneumonia,3.0,107.0,3.5,As Expected
485,106190680,AMI,2.0,16.0,8.1,As Expected
486,106190680,Acute Stroke,7.0,123.0,6.9,As Expected
487,106190680,Acute Stroke Hemorrhagic,1.0,24.0,4.3,Better
488,106190680,Acute Stroke Ischemic,4.0,96.0,5.7,As Expected
489,106190680,Acute Stroke Subarachnoid,2.0,3.0,56.1,As Expected
490,106190680,Carotid Endarterectomy,,,,
491,106190680,GI Hemorrhage,2.0,122.0,1.5,As Expected
492,106190680,Heart Failure,1.0,152.0,0.7,As Expected
493,106190680,PCI,,,,
494,106190680,Pancreatic Resection,,,,
495,106190680,Hip Fracture,0.0,58.0,0.0,As Expected
496,106190687,AMI,10.0,208.0,4.4,As Expected
497,106190687,Acute Stroke,4.0,116.0,4.8,As Expected
498,106190687,Acute Stroke Hemorrhagic,0.0,14.0,0.0,As Expected
499,106190687,Acute Stroke Ischemic,4.0,102.0,3.8,As Expected
500,106190687,Acute Stroke Subarachnoid,,,,
501,106190687,Carotid Endarterectomy,0.0,3.0,0.0,As Expected
502,106190687,GI Hemorrhage,3.0,276.0,1.0,As Expected
503,106190687,Heart Failure,10.0,416.0,2.1,As Expected
504,106190687,Hip Fracture,5.0,204.0,1.6,As Expected
505,106190687,PCI,3.0,197.0,2.1,As Expected
506,106190687,Pancreatic Resection,0.0,3.0,0.0,As Expected
507,106190687,Pneumonia,3.0,224.0,1.2,As Expected
508,106190696,Acute Stroke,1.0,11.0,12.3,As Expected
509,106190696,AMI,0.0,6.0,0.0,As Expected
510,106190696,Acute Stroke Hemorrhagic,,,,
511,106190696,Acute Stroke Ischemic,0.0,9.0,0.0,As Expected
512,106190696,Acute Stroke Subarachnoid,,,,
513,106190696,Carotid Endarterectomy,,,,
514,106190696,GI Hemorrhage,2.0,58.0,5.1,As Expected
515,106190696,Heart Failure,0.0,73.0,0.0,As Expected
516,106190696,Hip Fracture,0.0,6.0,0.0,As Expected
517,106190696,PCI,,,,
518,106190696,Pancreatic Resection,,,,
519,106190696,Pneumonia,3.0,91.0,2.9,As Expected
520,106190708,Heart Failure,2.0,215.0,0.4,Better
521,106190708,GI Hemorrhage,5.0,132.0,1.7,As Expected
522,106190708,AMI,7.0,148.0,3.1,Better
523,106190708,Acute Stroke,4.0,65.0,4.6,As Expected
524,106190708,Acute Stroke Hemorrhagic,1.0,4.0,17.1,As Expected
525,106190708,Acute Stroke Ischemic,3.0,61.0,2.2,As Expected
526,106190708,Acute Stroke Subarachnoid,,,,
527,106190708,Carotid Endarterectomy,,,,
528,106190708,Hip Fracture,0.0,66.0,0.0,As Expected
529,106190708,PCI,,,,
530,106190708,Pneumonia,5.0,154.0,1.5,As Expected
531,106190708,Pancreatic Resection,,,,
532,106190754,Heart Failure,6.0,599.0,1.3,Better
533,106190754,GI Hemorrhage,3.0,288.0,1.4,As Expected
534,106190754,Carotid Endarterectomy,0.0,4.0,0.0,As Expected
535,106190754,Acute Stroke Subarachnoid,6.0,7.0,35.9,As Expected
536,106190754,Hip Fracture,0.0,74.0,0.0,As Expected
537,106190754,PCI,9.0,199.0,4.9,As Expected
538,106190754,Pneumonia,2.0,225.0,0.9,Better
539,106190754,Isolated CABG Operative Mortality,1.0,43.0,4.33,As Expected
540,106190754,Acute Stroke Ischemic,11.0,244.0,5.1,As Expected
541,106190754,Acute Stroke Hemorrhagic,12.0,68.0,25.6,As Expected
542,106190754,AMI,24.0,308.0,8.0,As Expected
543,106190754,Acute Stroke,29.0,319.0,10.8,As Expected
544,106190754,Pancreatic Resection,0.0,5.0,0.0,As Expected
545,106190758,GI Hemorrhage,10.0,319.0,2.5,As Expected
546,106190758,Acute Stroke Subarachnoid,7.0,35.0,24.1,As Expected
547,106190758,Carotid Endarterectomy,0.0,71.0,0.0,As Expected
548,106190758,Heart Failure,22.0,499.0,3.0,As Expected
549,106190758,PCI,13.0,218.0,6.8,Worse
550,106190758,Pancreatic Resection,0.0,4.0,0.0,As Expected
551,106190758,Isolated CABG Operative Mortality,0.0,49.0,0.0,As Expected
552,106190758,Pneumonia,9.0,324.0,2.1,As Expected
553,106190758,Acute Stroke Hemorrhagic,14.0,96.0,18.4,As Expected
554,106190758,Acute Stroke Ischemic,25.0,390.0,5.0,As Expected
555,106190758,Acute Stroke,46.0,521.0,8.8,As Expected
556,106190758,AMI,19.0,248.0,8.4,As Expected
557,106190758,Hip Fracture,2.0,164.0,0.7,As Expected
558,106190766,Heart Failure,1.0,111.0,1.2,As Expected
559,106190766,Pancreatic Resection,,,,
560,106190766,AMI,2.0,32.0,7.4,As Expected
561,106190766,Acute Stroke,3.0,21.0,19.3,As Expected
562,106190766,Acute Stroke Ischemic,2.0,19.0,9.0,As Expected
563,106190766,Acute Stroke Subarachnoid,,,,
564,106190766,Carotid Endarterectomy,,,,
565,106190766,GI Hemorrhage,2.0,71.0,3.9,As Expected
566,106190766,Pneumonia,2.0,67.0,4.8,As Expected
567,106190766,Hip Fracture,0.0,14.0,0.0,As Expected
568,106190766,Acute Stroke Hemorrhagic,,,,
569,106190766,PCI,,,,
570,106190796,Carotid Endarterectomy,0.0,24.0,0.0,As Expected
571,106190796,PCI,23.0,285.0,5.5,Worse
572,106190796,Hip Fracture,1.0,26.0,1.5,As Expected
573,106190796,Isolated CABG Operative Mortality,4.0,159.0,2.76,As Expected
574,106190796,Heart Failure,15.0,407.0,3.8,As Expected
575,106190796,Pneumonia,6.0,132.0,5.3,As Expected
576,106190796,GI Hemorrhage,11.0,249.0,4.2,As Expected
577,106190796,Acute Stroke Subarachnoid,6.0,48.0,15.4,As Expected
578,106190796,Acute Stroke Hemorrhagic,22.0,126.0,14.0,Better
579,106190796,AMI,21.0,268.0,7.8,As Expected
580,106190796,Acute Stroke,44.0,525.0,5.6,Better
581,106190796,Pancreatic Resection,1.0,117.0,1.1,As Expected
582,106190796,Acute Stroke Ischemic,16.0,351.0,2.7,Better
583,106190812,Acute Stroke Subarachnoid,2.0,6.0,24.8,As Expected
584,106190812,Carotid Endarterectomy,0.0,12.0,0.0,As Expected
585,106190812,Acute Stroke Hemorrhagic,7.0,35.0,25.0,As Expected
586,106190812,Heart Failure,7.0,425.0,1.6,As Expected
587,106190812,AMI,14.0,270.0,5.4,As Expected
588,106190812,Acute Stroke,12.0,154.0,8.6,As Expected
589,106190812,Pancreatic Resection,1.0,14.0,5.6,As Expected
590,106190812,Acute Stroke Ischemic,3.0,113.0,3.0,As Expected
591,106190812,Pneumonia,4.0,138.0,2.9,As Expected
592,106190812,Hip Fracture,1.0,47.0,1.2,As Expected
593,106190812,PCI,9.0,203.0,4.3,As Expected
594,106190812,GI Hemorrhage,4.0,193.0,2.3,As Expected
595,106190812,Isolated CABG Operative Mortality,0.0,24.0,0.0,As Expected
596,106190857,Acute Stroke,0.0,3.0,0.0,As Expected
597,106190857,Acute Stroke Ischemic,0.0,3.0,0.0,As Expected
598,106190857,Acute Stroke Subarachnoid,,,,
599,106190857,Carotid Endarterectomy,,,,
600,106190857,GI Hemorrhage,0.0,3.0,0.0,As Expected
601,106190857,Heart Failure,0.0,8.0,0.0,As Expected
602,106190857,Hip Fracture,,,,
603,106190857,PCI,,,,
604,106190857,Pancreatic Resection,,,,
605,106190857,Pneumonia,0.0,19.0,0.0,As Expected
606,106190857,Acute Stroke Hemorrhagic,,,,
607,106190857,AMI,,,,
608,106190878,AMI,16.0,236.0,6.5,As Expected
609,106190878,Acute Stroke,16.0,279.0,7.9,As Expected
610,106190878,Acute Stroke Hemorrhagic,10.0,62.0,21.1,As Expected
611,106190878,Acute Stroke Ischemic,6.0,214.0,3.6,As Expected
612,106190878,Acute Stroke Subarachnoid,0.0,3.0,0.0,As Expected
613,106190878,Carotid Endarterectomy,1.0,11.0,3.5,As Expected
614,106190878,GI Hemorrhage,7.0,315.0,2.6,As Expected
615,106190878,Heart Failure,3.0,445.0,1.0,Better
616,106190878,Hip Fracture,2.0,50.0,3.7,As Expected
617,106190878,PCI,4.0,144.0,2.6,As Expected
618,106190878,Pancreatic Resection,,,,
619,106190878,Pneumonia,5.0,215.0,3.1,As Expected
620,106190878,Isolated CABG Operative Mortality,0.0,58.0,0.0,As Expected
621,106190883,AMI,13.0,48.0,13.7,Worse
622,106190883,Acute Stroke,4.0,44.0,18.1,As Expected
623,106190883,Acute Stroke Hemorrhagic,,,,
624,106190883,Acute Stroke Ischemic,3.0,42.0,11.1,As Expected
625,106190883,Acute Stroke Subarachnoid,,,,
626,106190883,Carotid Endarterectomy,0.0,3.0,0.0,As Expected
627,106190883,GI Hemorrhage,3.0,167.0,2.5,As Expected
628,106190883,Heart Failure,5.0,169.0,3.6,As Expected
629,106190883,Hip Fracture,1.0,46.0,1.6,As Expected
630,106190883,PCI,,,,
631,106190883,Pancreatic Resection,,,,
632,106190883,Pneumonia,2.0,157.0,2.0,As Expected
633,106191228,AMI,9.0,209.0,7.6,As Expected
634,106191228,Acute Stroke,46.0,278.0,14.5,Worse
635,106191228,Acute Stroke Hemorrhagic,28.0,97.0,32.4,Worse
636,106191228,Acute Stroke Ischemic,11.0,159.0,8.4,As Expected
637,106191228,Acute Stroke Subarachnoid,7.0,22.0,39.6,As Expected
638,106191228,Carotid Endarterectomy,0.0,6.0,0.0,As Expected
639,106191228,GI Hemorrhage,9.0,400.0,3.0,As Expected
640,106191228,Heart Failure,13.0,832.0,3.0,As Expected
641,106191228,Hip Fracture,1.0,54.0,3.4,As Expected
642,106191228,PCI,11.0,262.0,4.9,As Expected
643,106191228,Pancreatic Resection,0.0,13.0,0.0,As Expected
644,106191228,Pneumonia,7.0,239.0,4.8,As Expected
645,106191228,Isolated CABG Operative Mortality,1.0,61.0,4.33,As Expected
646,106196405,AMI,14.0,285.0,6.3,As Expected
647,106196405,Acute Stroke,12.0,145.0,9.8,As Expected
648,106196405,Acute Stroke Hemorrhagic,7.0,28.0,24.3,As Expected
649,106196405,Acute Stroke Ischemic,3.0,111.0,4.8,As Expected
650,106196405,Acute Stroke Subarachnoid,2.0,6.0,23.0,As Expected
651,106196405,Carotid Endarterectomy,0.0,18.0,0.0,As Expected
652,106196405,GI Hemorrhage,8.0,201.0,4.1,As Expected
653,106196405,Heart Failure,15.0,539.0,3.9,As Expected
654,106196405,Hip Fracture,1.0,103.0,1.5,As Expected
655,106196405,PCI,5.0,173.0,3.9,As Expected
656,106196405,Pancreatic Resection,,,,
657,106196405,Pneumonia,9.0,270.0,4.2,As Expected
658,106196405,Isolated CABG Operative Mortality,1.0,3.0,53.86,As Expected
659,106211006,Isolated CABG Operative Mortality,2.0,28.0,13.2,As Expected
660,106211006,AMI,11.0,199.0,10.0,As Expected
661,106211006,Acute Stroke,24.0,201.0,10.0,As Expected
662,106211006,Acute Stroke Hemorrhagic,16.0,45.0,26.6,As Expected
663,106211006,Acute Stroke Ischemic,6.0,151.0,4.0,As Expected
664,106211006,Acute Stroke Subarachnoid,2.0,5.0,30.0,As Expected
665,106211006,Carotid Endarterectomy,0.0,30.0,0.0,As Expected
666,106211006,GI Hemorrhage,2.0,217.0,1.2,As Expected
667,106211006,Heart Failure,8.0,229.0,3.7,As Expected
668,106211006,Hip Fracture,3.0,135.0,3.0,As Expected
669,106211006,PCI,7.0,164.0,7.5,As Expected
670,106211006,Pancreatic Resection,,,,
671,106211006,Pneumonia,3.0,210.0,1.9,As Expected
672,106240924,GI Hemorrhage,0.0,7.0,0.0,As Expected
673,106240924,PCI,,,,
674,106240924,Pancreatic Resection,,,,
675,106240924,Acute Stroke Ischemic,,,,
676,106240924,Hip Fracture,,,,
677,106240924,Acute Stroke,,,,
678,106240924,Carotid Endarterectomy,,,,
679,106240924,Pneumonia,0.0,56.0,0.0,As Expected
680,106240924,Acute Stroke Subarachnoid,,,,
681,106240924,Heart Failure,2.0,61.0,2.6,As Expected
682,106240924,AMI,0.0,3.0,0.0,As Expected
683,106240924,Acute Stroke Hemorrhagic,,,,
684,106240942,Acute Stroke Hemorrhagic,2.0,7.0,34.9,As Expected
685,106240942,AMI,0.0,54.0,0.0,Better
686,106240942,Acute Stroke Subarachnoid,,,,
687,106240942,Carotid Endarterectomy,,,,
688,106240942,Pneumonia,15.0,474.0,4.0,As Expected
689,106240942,Acute Stroke Ischemic,5.0,184.0,4.2,As Expected
690,106240942,Acute Stroke,7.0,192.0,8.7,As Expected
691,106240942,GI Hemorrhage,3.0,250.0,1.7,As Expected
692,106240942,Hip Fracture,4.0,92.0,3.2,As Expected
693,106240942,PCI,,,,
694,106240942,Heart Failure,19.0,618.0,2.9,As Expected
695,106240942,Pancreatic Resection,,,,
696,106270744,Heart Failure,12.0,290.0,4.0,As Expected
697,106270744,GI Hemorrhage,5.0,233.0,2.2,As Expected
698,106270744,PCI,0.0,123.0,0.0,As Expected
699,106270744,Carotid Endarterectomy,0.0,31.0,0.0,As Expected
700,106270744,Acute Stroke Subarachnoid,1.0,3.0,22.0,As Expected
701,106270744,Pneumonia,16.0,262.0,6.6,Worse
702,106270744,Acute Stroke,36.0,295.0,13.3,Worse
703,106270744,Hip Fracture,4.0,135.0,3.2,As Expected
704,106270744,Acute Stroke Ischemic,14.0,238.0,7.5,As Expected
705,106270744,AMI,7.0,186.0,5.4,As Expected
706,106270744,Isolated CABG Operative Mortality,3.0,101.0,3.4,As Expected
707,106270744,Pancreatic Resection,0.0,10.0,0.0,As Expected
708,106270744,Acute Stroke Hemorrhagic,21.0,54.0,31.1,Worse
709,106274043,GI Hemorrhage,1.0,110.0,3.0,As Expected
710,106274043,Acute Stroke Hemorrhagic,0.0,8.0,0.0,As Expected
711,106274043,Carotid Endarterectomy,,,,
712,106274043,Heart Failure,0.0,100.0,0.0,As Expected
713,106274043,Acute Stroke Ischemic,0.0,49.0,0.0,As Expected
714,106274043,Pneumonia,2.0,95.0,5.8,As Expected
715,106274043,Acute Stroke Subarachnoid,,,,
716,106274043,Pancreatic Resection,,,,
717,106274043,AMI,0.0,4.0,0.0,As Expected
718,106274043,PCI,,,,
719,106274043,Acute Stroke,0.0,57.0,0.0,As Expected
720,106274043,Hip Fracture,2.0,31.0,11.0,As Expected
721,106301188,Isolated CABG Operative Mortality,1.0,29.0,2.35,As Expected
722,106301188,AMI,7.0,71.0,10.5,As Expected
723,106301188,Acute Stroke,0.0,13.0,0.0,As Expected
724,106301188,Acute Stroke Hemorrhagic,,,,
725,106301188,Acute Stroke Ischemic,0.0,13.0,0.0,As Expected
726,106301188,Acute Stroke Subarachnoid,,,,
727,106301188,Carotid Endarterectomy,,,,
728,106301188,GI Hemorrhage,0.0,29.0,0.0,As Expected
729,106301188,Heart Failure,1.0,39.0,4.4,As Expected
730,106301188,Hip Fracture,2.0,15.0,13.7,Worse
731,106301188,PCI,0.0,38.0,0.0,As Expected
732,106301188,Pancreatic Resection,,,,
733,106301188,Pneumonia,2.0,40.0,7.1,As Expected
734,106301234,Acute Stroke Ischemic,0.0,32.0,0.0,As Expected
735,106301234,Acute Stroke Subarachnoid,,,,
736,106301234,Carotid Endarterectomy,,,,
737,106301234,GI Hemorrhage,0.0,72.0,0.0,As Expected
738,106301234,Heart Failure,3.0,109.0,3.2,As Expected
739,106301234,Hip Fracture,0.0,31.0,0.0,As Expected
740,106301234,PCI,,,,
741,106301234,Pancreatic Resection,,,,
742,106301234,Pneumonia,4.0,90.0,3.5,As Expected
743,106301234,AMI,3.0,61.0,3.0,As Expected
744,106301234,Acute Stroke,1.0,34.0,6.5,As Expected
745,106301234,Acute Stroke Hemorrhagic,,,,
746,106311000,Elective PCI Mortality,0.0,58.0,0.0,As Expected
747,106311000,Elective PCI Stroke,0.0,58.0,0.0,As Expected
748,106311000,Elective PCI Emergency CABG,0.0,58.0,0.0,As Expected
749,106311000,AMI,15.0,398.0,4.4,As Expected
750,106311000,Acute Stroke,44.0,408.0,11.4,As Expected
751,106311000,Acute Stroke Hemorrhagic,18.0,55.0,26.6,As Expected
752,106311000,Acute Stroke Ischemic,25.0,338.0,7.0,As Expected
753,106311000,Acute Stroke Subarachnoid,1.0,15.0,7.8,As Expected
754,106311000,Carotid Endarterectomy,0.0,40.0,0.0,As Expected
755,106311000,GI Hemorrhage,8.0,410.0,2.2,As Expected
756,106311000,Heart Failure,26.0,540.0,3.8,As Expected
757,106311000,Hip Fracture,9.0,278.0,2.2,As Expected
758,106311000,PCI,9.0,246.0,4.5,As Expected
759,106311000,Pancreatic Resection,,,,
760,106311000,Pneumonia,7.0,371.0,2.0,As Expected
761,106331168,Isolated CABG Operative Mortality,4.0,124.0,3.52,As Expected
762,106331168,AMI,29.0,494.0,7.2,As Expected
763,106331168,Acute Stroke,34.0,589.0,7.7,As Expected
764,106331168,Acute Stroke Hemorrhagic,20.0,111.0,20.1,As Expected
765,106331168,Acute Stroke Ischemic,11.0,467.0,3.4,As Expected
766,106331168,Acute Stroke Subarachnoid,3.0,11.0,24.0,As Expected
767,106331168,Carotid Endarterectomy,0.0,84.0,0.0,As Expected
768,106331168,GI Hemorrhage,10.0,427.0,2.7,As Expected
769,106331168,Heart Failure,19.0,616.0,3.2,As Expected
770,106331168,Hip Fracture,3.0,330.0,0.9,As Expected
771,106331168,PCI,11.0,389.0,3.8,As Expected
772,106331168,Pancreatic Resection,,,,
773,106331168,Pneumonia,23.0,583.0,4.1,As Expected
774,106331194,AMI,16.0,135.0,7.5,As Expected
775,106331194,Acute Stroke,11.0,101.0,14.3,As Expected
776,106331194,Acute Stroke Hemorrhagic,2.0,8.0,23.7,As Expected
777,106331194,Acute Stroke Ischemic,8.0,92.0,9.0,As Expected
778,106331194,Acute Stroke Subarachnoid,,,,
779,106331194,Carotid Endarterectomy,1.0,20.0,28.5,Worse
780,106331194,GI Hemorrhage,15.0,246.0,6.4,Worse
781,106331194,Heart Failure,16.0,460.0,3.8,As Expected
782,106331194,Hip Fracture,2.0,150.0,1.2,As Expected
783,106331194,PCI,,,,
784,106331194,Pancreatic Resection,,,,
785,106331194,Pneumonia,20.0,325.0,5.9,Worse
786,106334487,Carotid Endarterectomy,0.0,9.0,0.0,As Expected
787,106334487,Pancreatic Resection,0.0,3.0,0.0,As Expected
788,106334487,Acute Stroke,36.0,319.0,10.4,As Expected
789,106334487,AMI,5.0,45.0,12.5,As Expected
790,106334487,Acute Stroke Hemorrhagic,25.0,71.0,29.7,Worse
791,106334487,Acute Stroke Ischemic,10.0,245.0,3.8,As Expected
792,106334487,Acute Stroke Subarachnoid,1.0,3.0,26.0,As Expected
793,106334487,GI Hemorrhage,3.0,181.0,1.7,As Expected
794,106334487,Heart Failure,11.0,412.0,3.6,As Expected
795,106334487,Hip Fracture,2.0,71.0,1.7,As Expected
796,106334487,PCI,,,,
797,106334487,Pneumonia,3.0,119.0,2.6,As Expected
798,106334564,Hip Fracture,0.0,81.0,0.0,As Expected
799,106334564,Isolated CABG Operative Mortality,2.0,101.0,2.29,As Expected
800,106334564,AMI,31.0,681.0,5.7,As Expected
801,106334564,Acute Stroke,13.0,203.0,8.4,As Expected
802,106334564,Acute Stroke Hemorrhagic,8.0,46.0,20.1,As Expected
803,106334564,Acute Stroke Ischemic,5.0,153.0,4.6,As Expected
804,106334564,Acute Stroke Subarachnoid,0.0,4.0,0.0,As Expected
805,106334564,Carotid Endarterectomy,0.0,17.0,0.0,As Expected
806,106334564,GI Hemorrhage,1.0,168.0,0.8,As Expected
807,106334564,Heart Failure,6.0,446.0,1.4,Better
808,106334564,PCI,16.0,442.0,4.4,As Expected
809,106334564,Pancreatic Resection,,,,
810,106334564,Pneumonia,3.0,182.0,1.6,As Expected
811,106334589,Isolated CABG Operative Mortality,2.0,108.0,1.53,As Expected
812,106334589,AMI,24.0,345.0,7.6,As Expected
813,106334589,Acute Stroke,5.0,146.0,6.1,As Expected
814,106334589,Acute Stroke Hemorrhagic,1.0,19.0,6.1,As Expected
815,106334589,Acute Stroke Ischemic,4.0,127.0,4.9,As Expected
816,106334589,Acute Stroke Subarachnoid,,,,
817,106334589,Carotid Endarterectomy,0.0,50.0,0.0,As Expected
818,106334589,GI Hemorrhage,4.0,153.0,3.4,As Expected
819,106334589,Heart Failure,9.0,365.0,3.1,As Expected
820,106334589,Hip Fracture,1.0,77.0,1.7,As Expected
821,106334589,PCI,11.0,384.0,3.1,As Expected
822,106334589,Pancreatic Resection,,,,
823,106334589,Pneumonia,4.0,176.0,2.1,As Expected
824,106361246,Isolated CABG Operative Mortality,5.0,175.0,1.97,As Expected
825,106361246,AMI,42.0,559.0,8.3,Worse
826,106361246,Acute Stroke,96.0,628.0,9.1,As Expected
827,106361246,Acute Stroke Hemorrhagic,34.0,161.0,17.3,As Expected
828,106361246,Acute Stroke Ischemic,41.0,390.0,5.5,As Expected
829,106361246,Acute Stroke Subarachnoid,21.0,77.0,27.3,As Expected
830,106361246,Carotid Endarterectomy,0.0,32.0,0.0,As Expected
831,106361246,GI Hemorrhage,11.0,348.0,2.5,As Expected
832,106361246,Heart Failure,24.0,770.0,4.1,As Expected
833,106361246,Hip Fracture,0.0,96.0,0.0,As Expected
834,106361246,PCI,14.0,375.0,3.6,As Expected
835,106361246,Pancreatic Resection,1.0,48.0,1.6,As Expected
836,106361246,Pneumonia,13.0,230.0,4.6,As Expected
837,106361318,Isolated CABG Operative Mortality,4.0,113.0,3.23,As Expected
838,106361318,AMI,26.0,530.0,6.2,As Expected
839,106361318,Acute Stroke,26.0,413.0,7.5,As Expected
840,106361318,Acute Stroke Hemorrhagic,10.0,76.0,16.6,As Expected
841,106361318,Acute Stroke Ischemic,11.0,325.0,3.8,As Expected
842,106361318,Acute Stroke Subarachnoid,5.0,12.0,25.6,As Expected
843,106361318,Carotid Endarterectomy,0.0,36.0,0.0,As Expected
844,106361318,GI Hemorrhage,7.0,309.0,3.0,As Expected
845,106361318,Heart Failure,17.0,540.0,3.0,As Expected
846,106361318,Hip Fracture,3.0,164.0,1.6,As Expected
847,106361318,PCI,12.0,355.0,4.1,As Expected
848,106361318,Pancreatic Resection,,,,
849,106361318,Pneumonia,11.0,468.0,2.2,As Expected
850,106361339,Isolated CABG Operative Mortality,7.0,256.0,2.63,As Expected
851,106361339,AMI,42.0,566.0,11.1,Worse
852,106361339,Acute Stroke,43.0,321.0,14.2,Worse
853,106361339,Acute Stroke Hemorrhagic,18.0,72.0,29.3,As Expected
854,106361339,Acute Stroke Ischemic,18.0,237.0,10.3,Worse
855,106361339,Acute Stroke Subarachnoid,7.0,12.0,26.8,As Expected
856,106361339,Carotid Endarterectomy,0.0,20.0,0.0,As Expected
857,106361339,GI Hemorrhage,11.0,203.0,6.2,Worse
858,106361339,Heart Failure,11.0,490.0,3.2,As Expected
859,106361339,Hip Fracture,1.0,85.0,2.9,As Expected
860,106361339,PCI,21.0,470.0,7.1,Worse
861,106361339,Pancreatic Resection,,,,
862,106361339,Pneumonia,18.0,262.0,6.3,Worse
863,106362041,AMI,0.0,5.0,0.0,As Expected
864,106362041,Acute Stroke,1.0,11.0,30.8,As Expected
865,106362041,Acute Stroke Hemorrhagic,,,,
866,106362041,Acute Stroke Ischemic,1.0,11.0,16.9,As Expected
867,106362041,Acute Stroke Subarachnoid,,,,
868,106362041,Carotid Endarterectomy,,,,
869,106362041,GI Hemorrhage,0.0,6.0,0.0,As Expected
870,106362041,Heart Failure,2.0,106.0,3.3,As Expected
871,106362041,Hip Fracture,1.0,21.0,7.1,As Expected
872,106362041,PCI,,,,
873,106362041,Pancreatic Resection,,,,
874,106362041,Pneumonia,6.0,97.0,9.4,Worse
875,106364231,AMI,7.0,102.0,8.3,As Expected
876,106364231,Acute Stroke,34.0,344.0,14.0,Worse
877,106364231,Acute Stroke Hemorrhagic,19.0,109.0,33.4,Worse
878,106364231,Acute Stroke Ischemic,9.0,213.0,7.4,As Expected
879,106364231,Acute Stroke Subarachnoid,6.0,22.0,33.8,As Expected
880,106364231,Carotid Endarterectomy,0.0,9.0,0.0,As Expected
881,106364231,GI Hemorrhage,3.0,231.0,2.0,As Expected
882,106364231,Heart Failure,5.0,422.0,2.8,As Expected
883,106364231,Hip Fracture,2.0,86.0,3.8,As Expected
